,index,0,1,2,species
0,HA_001_2012,2312.553955078125,0.0100666843354702,3.071671485900879,Beech
1,HA_001_2013,2592.903076171875,0.010959599167108536,3.9126644134521484,Beech
2,HA_002_2012,1740.8399658203125,0.00945848599076271,2.982733726501465,Sycamore
3,HA_002_2013,1213.811767578125,0.009074670262634754,2.98427677154541,Sycamore
4,HA_003_2012,925.8267211914062,0.010725983418524265,3.0636708736419678,Sycamore
5,HA_003_2013,1219.668212890625,0.00817057304084301,2.986163854598999,Sycamore
6,HA_004_2012,1491.1710205078125,0.010720687918365002,3.4354045391082764,Sycamore
7,HA_004_2013,1307.580078125,0.009646560996770859,2.982097625732422,Sycamore
8,HA_005_2012,704.221435546875,0.01036403514444828,2.9907500743865967,Sycamore
9,HA_005_2013,1445.86376953125,0.009900116361677647,2.9808998107910156,Sycamore
10,HA_006_2012,1650.9578857421875,0.009221784770488739,3.318657636642456,Beech
11,HA_006_2013,2546.438232421875,0.010579606518149376,3.731049060821533,Beech
12,HA_010_2012,1088.115478515625,0.009817223995923996,2.9835054874420166,Sycamore
13,HA_010_2013,1366.2156982421875,0.009906390681862831,2.9889073371887207,Sycamore
14,HA_011_2012,2860.74609375,0.009793314151465893,2.9465088844299316,Beech
15,HA_011_2013,2315.804443359375,0.010528139770030975,4.039290428161621,Beech
16,HA_012_2012,2712.011962890625,0.010890227742493153,2.7366621494293213,Sycamore
17,HA_012_2013,2706.02490234375,0.011527924798429012,3.5886049270629883,Sycamore
18,HA_013_2012,3210.735595703125,0.010172443464398384,3.1255362033843994,Sycamore
19,HA_013_2013,2935.7822265625,0.011467549949884415,3.4787936210632324,Sycamore
20,HA_014_2012,3234.086669921875,0.014205029234290123,2.486809253692627,Ash
21,HA_014_2013,3176.94677734375,0.012549088336527348,1.8418264389038086,Ash
22,HA_015_2012,1727.33935546875,0.014052520506083965,1.7941129207611084,Ash
23,HA_015_2013,1036.055908203125,0.019115619361400604,1.0,Ash
24,HA_016_2012,1682.4970703125,0.009076056070625782,3.525127649307251,Beech
25,HA_016_2013,1668.0096435546875,0.011179949156939983,4.3265790939331055,Beech
26,HA_017_2012,1479.127685546875,0.009690592996776104,2.9811480045318604,Beech
27,HA_017_2013,1358.2989501953125,0.01165221817791462,3.5793895721435547,Beech
28,HA_018_2012,343.8113098144531,0.011108409613370895,2.9870054721832275,Beech
29,HA_018_2013,964.5387573242188,0.010151538997888565,2.52087664604187,Beech
30,HA_019_2012,1900.9886474609375,0.009703726507723331,2.9619834423065186,Beech
31,HA_019_2013,1992.348388671875,0.010858767665922642,3.1022534370422363,Beech
32,HA_020_2012,1694.2830810546875,0.011709724552929401,3.8512797355651855,Beech
33,HA_020_2013,2625.485107421875,0.010272074490785599,3.8790831565856934,Beech
34,HA_021_2012,2649.203857421875,0.009907061234116554,2.8590829372406006,Beech
